,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,664.0,728.0,1806.0,451.0,1000.0,1174.0,1684.0,669.0,805.0,1037.0,1388.0,577.0,917.0
Expenses,626.0,685.0,1599.0,533.0,974.0,1059.0,1454.0,725.0,763.0,945.0,1101.0,627.0,855.0
Operating Profit,38.0,43.0,207.0,-82.0,27.0,116.0,230.0,-56.0,42.0,92.0,287.0,-51.0,61.0
OPM %,6.0,6.0,11.0,-18.0,3.0,10.0,14.0,-8.0,5.0,9.0,21.0,-9.0,7.0
Other Income,6.0,10.0,0.0,19.0,13.0,-0.0,1.0,1.0,1.0,3.0,19.0,1.0,7.0
Interest,9.0,8.0,12.0,14.0,13.0,20.0,10.0,11.0,11.0,12.0,12.0,10.0,11.0
Depreciation,18.0,17.0,19.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
Profit before tax,17.0,28.0,176.0,-94.0,11.0,79.0,205.0,-82.0,16.0,66.0,278.0,-75.0,42.0
Tax %,0.0,1.0,10.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,43.0,0.0,-23.0
Net Profit,17.0,28.0,158.0,-94.0,11.0,79.0,133.0,-82.0,16.0,66.0,158.0,-75.0,52.0
EPS in Rs,4.14,6.65,37.94,-22.6,2.56,18.87,32.07,-19.8,3.91,15.94,37.91,-18.03,12.45
