,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.00,2.2,16.73,22.74,38.52,20.13,18.86,25.88,17.51,17.61,13.18,8.41,10.41
Expenses,0.25,2.41,16.65,21.03,38.7,20.66,18.0,25.69,17.55,17.04,15.83,7.39,9.02
Operating Profit,-0.25,-0.21,0.08,1.71,-0.18,-0.53,0.86,0.19,-0.04,0.57,-2.65,1.02,1.39
OPM %,,-9.55,0.48,7.52,-0.47,-2.63,4.56,0.73,-0.23,3.24,-20.11,12.13,13.35
Other Income,1.01,0.76,6.6,1.24,1.69,1.02,0.47,0.89,0.92,0.97,0.88,0.99,1.05
Interest,0.00,0.01,0.02,0.02,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01
Depreciation,0.04,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
Profit before tax,0.72,0.48,6.6,2.87,1.45,0.43,1.28,1.02,0.82,1.48,-1.83,1.95,2.38
Tax %,40.28,2.08,28.79,0.0,-2.07,0.0,0.78,0.0,1.22,0.0,-2.19,0.0,0.0
Net Profit,0.43,0.47,4.71,2.87,1.48,0.43,1.27,1.02,0.8,1.49,-1.87,1.95,2.38
EPS in Rs,0.05,0.05,0.53,0.32,0.16,0.05,0.14,0.11,0.09,0.16,-0.21,0.22,0.26
