,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-0.66,-1.87,-1.87,-2.66,-10.88,-7.33,-3.55,-3.49,-3.82,-3.56,-0.78,-0.75
Cash from Investing Activity,3.25,1.6800000000000002,1.6800000000000002,2.74,10.8,8.47,2.47,3.68,3.63,2.22,2.65,-1.2
Cash from Financing Activity,-11.45,-0.04,-0.04,0.0,0.0,-0.02,-0.01,-0.24,0.24,1.33,-1.3,1.4
Net Cash Flow,-8.86,-0.23,-0.23,0.07,-0.08,1.11,-1.09,-0.05,0.04,-0.02,0.5700000000000001,-0.56
