,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Revenue,754.0,688.0,618.0,642.0,645.0,708.0,818.0,905.0,993.0,1082.0,1185.0,1287.0,1391.0
Interest,283.0,256.0,250.0,257.0,254.0,254.0,274.0,306.0,330.0,385.0,447.0,494.0,568.0
Expenses,400.0,912.0,298.0,770.0,812.0,603.0,498.0,454.0,415.0,447.0,505.0,538.0,576.0
Financing Profit,70.0,-480.0,70.0,-385.0,-421.0,-149.0,46.0,146.0,248.0,250.0,233.0,255.0,248.0
Financing Margin %,9.0,-70.0,11.0,-60.0,-65.0,-21.0,6.0,16.0,25.0,23.0,20.0,20.0,18.0
Other Income,62.0,100.0,114.0,73.0,55.0,104.0,127.0,125.0,147.0,139.0,179.0,177.0,189.0
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Profit before tax,132.0,-380.0,184.0,-312.0,-366.0,-46.0,173.0,271.0,395.0,389.0,412.0,432.0,436.0
Tax %,27.0,27.0,26.0,25.0,25.0,26.0,27.0,25.0,25.0,25.0,25.0,25.0,25.0
Net Profit,96.0,-279.0,136.0,-233.0,-274.0,-34.0,127.0,203.0,294.0,293.0,310.0,324.0,328.0
EPS in Rs,0.56,-1.61,0.79,-1.35,-1.58,-0.2,0.73,1.17,1.51,1.5,1.58,1.66,1.68
Gross NPA %,0.98,0.96,7.07,9.79,11.8,9.79,7.34,6.51,5.06,3.64,2.88,2.62,2.35
Net NPA %,0.14,0.05,2.93,2.68,3.29,1.67,0.61,0.11,0.04,0.05,0.04,0.06,0.09
