,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,72.23,72.23,72.23,72.23,72.23,72.23
FIIs,9.92,9.92,9.92,9.92,9.92,9.92
Public,17.85,17.85,17.85,17.85,17.85,17.84
No. of Shareholders,230.0,77.0,78.0,79.0,77.0,81.0
