,2018-09-01,2019-03-01,2019-09-01,2020-03-01,2020-09-01,2021-03-01,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Promoters,72.23,72.23,72.23,72.23,72.23,72.23,72.23,72.23,72.23,72.23,72.23
FIIs,0.0,9.92,9.92,9.92,9.92,9.92,9.92,9.92,9.92,9.92,9.92
Public,27.77,17.85,17.85,17.85,17.85,17.85,17.85,17.85,17.85,17.85,17.84
No. of Shareholders,201.0,230.0,94.0,77.0,73.0,78.0,86.0,79.0,76.0,77.0,81.0
