,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,25.91,25.02,25.02,0.0,0.0,0.0,0.0,0.0
Public,74.09,74.98,74.98,100.0,100.0,100.0,100.0,100.01
No. of Shareholders,496.0,580.0,600.0,804.0,809.0,1029.0,1111.0,1163.0
