,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,13.17,6.35,23.5,7.86,7.4,2.01,21.48,1.53,8.69,0.93,20.95,1.42,1.39
Expenses,8.05,5.35,10.11,4.63,5.09,-0.15,0.47,1.37,6.5,0.15,0.35,0.1,0.17
Operating Profit,5.12,1.0,13.39,3.23,2.31,2.16,21.01,0.16,2.19,0.78,20.6,1.32,1.22
OPM %,38.88,15.75,56.98,41.09,31.22,107.46,97.81,10.46,25.2,83.87,98.33,92.96,87.77
Other Income,0.03,0.03,0.0,0.0,0.0,0.38,0.01,0.0,0.0,0.0,0.03,0.0,0.0
Interest,0.01,0.01,0.03,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
Depreciation,0.07,0.07,0.07,0.05,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Profit before tax,5.07,0.95,13.29,3.18,2.26,2.52,21.0,0.16,2.19,0.78,20.63,1.32,1.22
Tax %,10.65,26.32,35.59,26.73,32.3,32.14,21.71,6.25,26.03,26.92,19.97,25.0,25.41
Net Profit,4.53,0.7,8.56,2.33,1.52,1.71,16.43,0.15,1.62,0.58,16.51,0.99,0.91
EPS in Rs,4.53,0.7,8.56,2.33,1.52,1.71,16.43,0.15,1.62,0.58,16.51,0.99,0.91
