,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.34,0.04,0.04,0.75,2.16,1.52,2.28,2.01,2.04,2.12,2.78,2.53,3.62
Expenses,0.53,0.45,0.48,0.95,2.15,1.87,2.47,2.18,2.2,2.42,3.06,2.77,3.52
Operating Profit,-0.19,-0.41,-0.44,-0.2,0.01,-0.35,-0.19,-0.17,-0.16,-0.3,-0.28,-0.24,0.1
OPM %,-55.88,-1025.0,-1100.0,-26.67,0.46,-23.03,-8.33,-8.46,-7.84,-14.15,-10.07,-9.49,2.76
Other Income,0.41,0.36,0.36,0.27,0.23,0.27,-0.12,0.16,0.22,0.26,0.33,0.32,0.14
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03
Depreciation,0.06,0.07,0.06,0.06,0.07,0.06,0.07,0.06,0.07,0.06,0.07,0.06,0.07
Profit before tax,0.16,-0.12,-0.14,0.01,0.17,-0.14,-0.38,-0.07,-0.01,-0.1,-0.03,0.00,0.14
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Net Profit,0.16,-0.12,-0.14,0.01,0.17,-0.14,-0.38,-0.07,-0.01,-0.1,-0.03,0.00,0.14
EPS in Rs,0.05,-0.04,-0.05,0.0,0.06,-0.05,-0.13,-0.02,-0.0,-0.03,-0.01,0.00,0.05
