,2011-09-01,2012-09-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,1889,-559,1063,-365,379,700,953,1118,910,332,619,792
Cash from Investing Activity,-3834,-2605,-4185,-179,-2,-14,-29,-4,-21,22,13,12
Cash from Financing Activity,2141,2951,2741,476,-386,-707,-918,-1098,-839,-384,-654,-833
Net Cash Flow,196,-213,-380,-68,-9,-20,6,16,50,-30,-22,-29
