,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3.5700000000000003,3.5700000000000003,3.5700000000000003,3.5700000000000003,3.5700000000000003,3.5700000000000003,3.5700000000000003,3.5700000000000003,3.5700000000000003,3.5700000000000003,3.5700000000000003,3.5700000000000003,3.5700000000000003
Reserves,34.57,39.97,47.0,55.5,66.61,105.59,112.76,110.2,112.1,133.07,152.48,151.23,168.47
Borrowings,0.01,0.52,0.2,1.37,0.37,2.17,1.74,1.44,5.91,6.25,6.04,0.0,1.47
Other Liabilities,10.78,14.18,9.73,11.98,18.92,19.79,22.12,20.57,22.71,24.65,27.8,19.55,25.31
Total Liabilities,48.93,58.24,60.5,72.42,89.47,131.12,140.19,135.78,144.29,167.54,189.89,174.35,198.82
Fixed Assets,21.69,20.78,19.74,18.92,18.09,18.23,22.31,23.23,22.56,21.44,23.78,25.26,24.34
CWIP,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.5,1.72,0.0,0.0
Investments,1.17,1.17,1.17,1.17,4.58,38.6,44.98,28.06,24.87,33.18,46.18,41.29,51.53
Other Assets,26.07,36.29,39.59,52.33,66.8,74.06,72.9,84.49,96.86,112.42,118.21,107.8,122.95
Total Assets,48.93,58.24,60.5,72.42,89.47,131.12,140.19,135.78,144.29,167.54,189.89,174.35,198.82
