,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,57.24,57.28,56.5,56.15,53.86,53.02,52.79,52.79
FIIs,12.54,12.39,9.5,8.55,13.15,5.84,5.89,6.03
DIIs,6.15,4.7,4.01,4.0,3.21,2.04,2.92,3.23
Public,23.34,25.04,28.35,29.31,29.17,38.6,38.0,37.57
Others,0.73,0.59,1.65,1.99,0.6,0.51,0.39,0.39
No. of Shareholders,6919.0,12983.0,17917.0,15834.0,62318.0,191092.0,191875.0,184521.0
