,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,21,-4,-45,-24,0,-7,45,116,115,115,31,17
Cash from Investing Activity,-65,-55,-81,-157,-310,-116,7,-68,-72,10,-94,-65
Cash from Financing Activity,62,35,146,179,309,147,-57,-20,-43,-139,67,32
Net Cash Flow,18,-24,20,-1,-2,24,-5,28,0,-14,4,-16
