,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,21,23,27,30,48,49,49,49,50,50,50,50,50
Reserves,101,60,19,32,885,928,599,657,637,678,642,649,582
Borrowings,269,311,418,473,312,416,305,325,343,277,365,444,461
Other Liabilities,156,192,159,372,278,503,380,346,424,381,378,374,408
Total Liabilities,547,586,623,908,1523,1896,1332,1378,1454,1386,1435,1517,1501
Fixed Assets,230,227,238,474,586,684,476,498,577,536,564,605,592
CWIP,64,89,43,39,24,33,18,23,13,31,12,55,35
Investments,0,2,0,59,428,428,239,180,171,83,38,0,1
Other Assets,253,268,342,336,485,751,599,677,693,737,821,856,872
Total Assets,547,586,623,908,1523,1896,1332,1378,1454,1386,1435,1517,1501
