,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,180.44,227.87,295.57,326.81,347.11,377.75,521.96,414.18,338.99,430.25,663.17,346.27,339.79
Expenses,175.91,223.65,289.03,319.24,338.99,371.48,513.73,408.3,333.56,421.55,648.48,339.81,331.92
Operating Profit,4.53,4.22,6.54,7.57,8.12,6.27,8.23,5.88,5.43,8.7,14.69,6.46,7.87
OPM %,2.51,1.85,2.21,2.32,2.34,1.66,1.58,1.42,1.6,2.02,2.22,1.87,2.32
Other Income,-0.07,0.85,-0.18,0.01,0.25,0.24,0.27,0.04,0.15,0.11,0.63,42.68,0.24
Interest,1.63,2.12,2.94,2.78,2.78,2.42,3.84,3.54,2.9,3.34,5.44,3.41,3.35
Depreciation,1.3,1.35,1.59,1.38,1.38,1.38,1.57,1.43,1.43,1.48,1.58,1.48,1.48
Profit before tax,1.53,1.6,1.83,3.42,4.21,2.71,3.09,0.95,1.25,3.99,8.3,44.25,3.28
Tax %,1.31,16.88,63.39,33.63,30.64,22.14,31.07,35.79,36.0,26.57,30.12,14.1,23.48
Net Profit,1.5,1.33,0.67,2.26,2.91,2.11,2.12,0.61,0.8,2.93,5.8,38.01,2.51
EPS in Rs,0.47,0.42,0.21,0.71,0.91,0.66,0.66,0.19,0.25,0.92,1.81,11.88,0.78
