,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,17.08,17.16,21.67,16.9,21.5,20.9,25.84,26.78,31.21,24.54,24.83,26.22,31.23
Expenses,14.97,15.47,19.39,15.23,19.25,19.01,22.89,24.44,28.02,21.2,21.55,23.7,28.18
Operating Profit,2.11,1.69,2.28,1.67,2.25,1.89,2.95,2.34,3.19,3.34,3.28,2.52,3.05
OPM %,12.35,9.85,10.52,9.88,10.47,9.04,11.42,8.74,10.22,13.61,13.21,9.61,9.77
Other Income,-0.02,0.13,0.26,0.07,0.03,0.07,-0.03,0.06,0.03,0.05,0.15,0.04,0.12
Interest,1.35,0.98,1.43,0.77,1.08,0.75,1.07,0.77,1.08,0.9,1.14,0.94,1.0
Depreciation,0.17,0.19,0.19,0.19,0.2,0.2,0.16,0.17,0.2,0.2,0.21,0.19,0.22
Profit before tax,0.57,0.65,0.92,0.78,1.0,1.01,1.69,1.46,1.94,2.29,2.08,1.43,1.95
Tax %,19.3,12.31,23.91,29.49,31.0,17.82,37.28,25.34,26.29,31.44,17.31,27.97,21.54
Net Profit,0.46,0.56,0.7,0.55,0.7,0.83,1.07,1.09,1.43,1.58,1.72,1.03,1.53
EPS in Rs,0.05,0.06,0.07,0.06,0.07,0.09,0.56,0.57,0.75,0.83,0.9,0.54,0.8
