,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,,2,3,-8,-8,3,19,-123,26,-21
Cash from Investing Activity,,,-2,0,0,0,0,-11,77,0,0
Cash from Financing Activity,,,-2,0,10,9,16,7,-221,-32,24
Net Cash Flow,,,-1,2,1,1,18,15,-267,-7,2
