,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,98.0,85,73,62,97,89,86
Inventory Days,440.0,369,354,513,341,276,268
Days Payable,299.0,255,321,404,329,220,241
Cash Conversion Cycle,239.0,199,105,171,109,145,113
Working Capital Days,17.0,145,45,79,89,113,102
ROCE %,,-9,-5,-10,-1,-2,-3
