,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1160.0,1424.0,1247.0,1184.0,1727.0,1735.0,1494.0,1687.0,1951.0,2181.0,1926.0,2209.0,1900.0
Expenses,993.0,1183.0,1079.0,1036.0,1468.0,1464.0,1287.0,1473.0,1661.0,1768.0,1600.0,1868.0,1561.0
Operating Profit,167.0,242.0,167.0,149.0,259.0,270.0,207.0,214.0,291.0,412.0,326.0,341.0,339.0
OPM %,14.0,17.0,13.0,13.0,15.0,16.0,14.0,13.0,15.0,19.0,17.0,15.0,18.0
Other Income,58.0,98.0,112.0,187.0,69.0,87.0,77.0,86.0,85.0,104.0,131.0,117.0,132.0
Interest,4.0,5.0,3.0,2.0,2.0,3.0,5.0,2.0,5.0,3.0,7.0,8.0,7.0
Depreciation,33.0,32.0,31.0,31.0,34.0,35.0,35.0,34.0,35.0,34.0,37.0,36.0,38.0
Profit before tax,189.0,304.0,245.0,303.0,293.0,320.0,244.0,264.0,336.0,479.0,413.0,415.0,426.0
Tax %,23.0,23.0,24.0,22.0,25.0,25.0,22.0,25.0,25.0,25.0,23.0,24.0,23.0
Net Profit,146.0,234.0,186.0,237.0,220.0,241.0,189.0,199.0,252.0,360.0,318.0,316.0,329.0
EPS in Rs,5.25,8.44,6.7,8.54,7.93,8.69,6.82,7.17,9.1,12.99,11.49,11.39,11.85
