,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,73.67,52.28,81.64,26.26,9.45,22.61,40.26,21.32,28.42,16.81,15.99,25.62,22.03
Expenses,60.81,43.0,80.32,26.41,12.74,20.39,40.86,18.2,25.08,15.04,12.87,20.79,19.68
Operating Profit,12.86,9.28,1.32,-0.15,-3.29,2.22,-0.6,3.12,3.34,1.77,3.12,4.83,2.35
OPM %,17.46,17.75,1.62,-0.57,-34.81,9.82,-1.49,14.63,11.75,10.53,19.51,18.85,10.67
Other Income,0.0,0.0,11.46,0.07,0.22,0.17,4.24,7.92,0.14,0.53,-0.14,0.0,0.0
Interest,0.85,0.97,2.09,0.13,0.02,0.03,0.5,0.04,0.04,14.46,3.44,4.42,4.45
Depreciation,2.5,2.58,2.45,1.92,1.94,1.96,1.91,1.66,1.69,1.7,1.67,1.45,1.5
Profit before tax,9.51,5.73,8.24,-2.13,-5.03,0.4,1.23,9.34,1.75,-13.86,-2.13,-1.04,-3.6
Tax %,0.0,0.0,5.83,0.0,0.0,0.0,65.04,0.0,0.0,0.0,33.8,0.0,0.0
Net Profit,9.51,5.73,7.76,-2.13,-5.03,0.4,0.43,9.34,1.75,-13.86,-1.41,-1.04,-3.6
EPS in Rs,2.57,1.55,2.09,-0.57,-1.36,0.11,0.12,2.52,0.47,-3.74,-0.38,-0.28,-0.97
