,2022-03-01,2023-03-01,2023-09-01
Promoters,84.91,84.87,74.99
FIIs,3.46,3.41,6.68
DIIs,9.89,9.88,14.88
Public,1.75,1.83,3.46
No. of Shareholders,61220.0,61207.0,74737.0
