,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,84.91,84.91,84.91,84.89,84.87,74.99,74.99
FIIs,3.46,3.35,3.35,3.41,3.41,6.27,6.68
DIIs,9.89,9.94,9.74,9.71,9.88,15.57,14.88
Public,1.75,1.81,2.0,1.99,1.83,3.16,3.46
No. of Shareholders,61220.0,51892.0,57587.0,63439.0,61207.0,68261.0,74737.0
