,2023-03-01,2023-06-01,2023-09-01
Promoters,56.92,56.92,56.92
FIIs,8.03,7.56,4.95
DIIs,25.25,25.46,16.58
Public,9.8,10.08,21.54
No. of Shareholders,11804.0,16642.0,30108.0
