,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.01,0.01,4.0,5.48,4.0
Reserves,3.79,4.86,2.94,16.9,17.24
Borrowings,2.09,2.27,2.79,6.7,7.38
Other Liabilities,4.01,3.9,3.03,3.6,1.17
Total Liabilities,9.9,11.04,12.76,32.68,31.27
Fixed Assets,0.36,0.47,1.22,1.97,7.34
CWIP,0.47,0.47,1.33,4.29,0.0
Investments,2.65,5.16,5.99,13.26,11.28
Other Assets,6.42,4.94,4.22,13.16,12.65
Total Assets,9.9,11.04,12.76,32.68,31.27
