,2022-09-01,2023-03-01,2023-09-01
Sales,10.55,10.58,11.1
Expenses,9.22,9.24,10.36
Operating Profit,1.33,1.34,0.74
OPM %,12.61,12.67,6.67
Other Income,0.37,0.21,0.43
Interest,0.25,0.35,0.31
Depreciation,0.22,0.22,0.25
Profit before tax,1.23,0.98,0.61
Tax %,27.64,-0.0,37.7
Net Profit,0.88,0.98,0.38
EPS in Rs,2.28,1.82,0.78
