,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,58.38,40.89,44.44,72.86
Inventory Days,,,,
Days Payable,,,,
Cash Conversion Cycle,58.38,40.89,44.44,72.86
Working Capital Days,44.4,-8.92,11.55,137.78
ROCE %,,29.88,36.36,14.47
