,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.7000000000000001,4.24,1.32,-5.01
Cash from Investing Activity,-2.81,-2.49,-2.61,-11.78
Cash from Financing Activity,-0.55,-0.3,0.09,16.87
Net Cash Flow,-2.66,1.45,-1.2,0.08
