,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,,-0.99,3.15,-2.44,5.93
Cash from Investing Activity,,,1.58,-0.71,-1.16,-1.16
Cash from Financing Activity,,,-0.07,-3.11,4.44,-4.78
Net Cash Flow,,,0.53,-0.66,0.85,-0.02
