,2021-06-01,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Promoters,58.45,42.65,42.65,42.65,42.65,42.65
Public,41.55,57.35,57.35,57.35,57.36,57.33
No. of Shareholders,10.0,219.0,188.0,171.0,164.0,181.0
