,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,89.0,86.0,103.0,117.0,146.0,152.0,137.0,140.0,149.0,141.0,125.0,150.0,207.0
Expenses,35.0,30.0,40.0,44.0,47.0,49.0,46.0,66.0,58.0,57.0,56.0,70.0,79.0
Operating Profit,54.0,56.0,63.0,74.0,99.0,103.0,90.0,75.0,91.0,85.0,68.0,80.0,128.0
OPM %,61.0,65.0,61.0,63.0,68.0,68.0,66.0,53.0,61.0,60.0,55.0,53.0,62.0
Other Income,12.0,17.0,7.0,13.0,19.0,11.0,11.0,6.0,21.0,20.0,19.0,24.0,23.0
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Depreciation,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0
Profit before tax,64.0,71.0,69.0,85.0,115.0,111.0,98.0,77.0,107.0,99.0,82.0,98.0,145.0
Tax %,23.0,23.0,25.0,24.0,25.0,25.0,20.0,25.0,25.0,25.0,23.0,25.0,25.0
Net Profit,49.0,54.0,52.0,64.0,86.0,84.0,78.0,58.0,80.0,75.0,63.0,74.0,109.0
EPS in Rs,4.67,5.14,4.95,6.11,8.22,8.01,7.43,5.53,7.69,7.14,6.04,7.04,10.42
