,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,1,-10,2,-3,2
Cash from Investing Activity,-4,-1,-2,-1,-30
Cash from Financing Activity,3,11,0,4,28
Net Cash Flow,0,0,0,0,-1
