,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,8.0,79,1,17,39
Inventory Days,17.0,115,46,22,83
Days Payable,37.0,51,1,0,0
Cash Conversion Cycle,-12.0,143,46,39,122
Working Capital Days,-8.0,141,51,53,96
ROCE %,,12,13,51,34
