,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1,1,1,8,9,9
Reserves,1,1,2,18,48,53
Borrowings,3,14,14,4,14,36
Other Liabilities,4,3,1,1,3,11
Total Liabilities,8,19,18,31,73,109
Fixed Assets,5,6,6,6,10,41
CWIP,0,0,0,0,7,0
Investments,0,0,0,0,0,0
Other Assets,3,14,12,25,56,67
Total Assets,8,19,18,31,73,109
