,2021-10-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Promoters,72.22,72.22,69.05,69.17,69.17
DIIs,0.0,0.0,0.78,1.16,0.02
Public,27.78,27.77,30.17,29.67,30.81
No. of Shareholders,755.0,524.0,1031.0,1361.0,2027.0
