,2011-03-01,2012-03-01,2013-03-01,2014-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,4,45,56,,51,27,41,64,19,44,34
Cash from Investing Activity,-29,-11,-29,,-14,5,-56,-4,5,-12,-21
Cash from Financing Activity,25,-28,-29,,-37,-32,15,-61,-23,-29,-13
Net Cash Flow,0,6,-2,,0,0,0,0,1,2,0
