,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,72.28,57.46,59.14,61.66,63.93,64.31,64.9,65.19
FIIs,0.0,0.0,0.0,0.0,0.0,0.14,0.08,0.06
DIIs,0.15,0.15,0.2,0.04,0.04,0.16,0.04,0.04
Government,0.0,0.23,0.27,0.47,0.73,0.0,0.0,0.0
Public,27.57,42.15,40.39,37.83,35.3,35.38,34.97,34.72
No. of Shareholders,13095.0,14903.0,14276.0,12518.0,12752.0,13718.0,14725.0,16084.0
