,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,130.37,147.88,181.5,86.72,167.69,183.95,215.95,154.5,173.0,177.26,200.33,144.12,159.73
Expenses,120.3,132.64,162.59,91.21,152.48,165.01,190.05,142.04,161.12,167.51,187.17,141.19,154.44
Operating Profit,10.07,15.24,18.91,-4.49,15.21,18.94,25.9,12.46,11.88,9.75,13.16,2.93,5.29
OPM %,7.72,10.31,10.42,-5.18,9.07,10.3,11.99,8.06,6.87,5.5,6.57,2.03,3.31
Other Income,0.87,0.91,0.83,0.69,1.08,1.47,1.04,2.36,1.83,0.72,1.21,1.2,1.11
Interest,1.53,1.24,1.14,1.16,1.09,0.7,1.16,0.65,0.53,0.58,0.63,0.48,0.44
Depreciation,5.12,5.08,5.34,4.65,4.7,5.73,5.54,4.86,5.26,5.7,5.29,5.38,5.04
Profit before tax,4.29,9.83,13.26,-9.61,10.5,13.98,20.24,9.31,7.92,4.19,8.45,-1.73,0.92
Tax %,22.61,23.4,37.71,46.72,17.43,13.45,18.38,24.81,24.37,25.06,24.97,24.28,25.0
Net Profit,3.32,7.53,8.26,-5.12,8.67,12.1,16.52,7.0,5.99,3.14,6.34,-1.31,0.69
EPS in Rs,2.32,5.25,5.75,-3.56,6.02,8.4,11.45,4.85,4.14,2.17,4.38,-0.9,0.48
