,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1132.0,915.0,1098.0,1409.0,1226.0,1069.0,1332.0,1569.0,1322.0,1103.0,1093.0,1554.0,1278.0
Expenses,978.0,824.0,1013.0,1317.0,1185.0,1004.0,1217.0,1466.0,1247.0,1023.0,960.0,1416.0,1185.0
Operating Profit,153.0,92.0,85.0,92.0,41.0,65.0,115.0,103.0,75.0,80.0,134.0,138.0,94.0
OPM %,14.0,10.0,8.0,7.0,3.0,6.0,9.0,7.0,6.0,7.0,12.0,9.0,7.0
Other Income,19.0,28.0,18.0,17.0,8.0,12.0,16.0,7.0,26.0,28.0,20.0,33.0,34.0
Interest,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Depreciation,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,12.0,13.0,14.0
Profit before tax,162.0,108.0,93.0,99.0,38.0,66.0,121.0,100.0,90.0,96.0,140.0,157.0,113.0
Tax %,23.0,20.0,24.0,22.0,14.0,34.0,24.0,27.0,26.0,27.0,28.0,27.0,27.0
Net Profit,125.0,86.0,70.0,76.0,33.0,44.0,92.0,73.0,67.0,71.0,101.0,115.0,83.0
EPS in Rs,8.17,5.5,5.12,5.35,1.77,2.95,6.19,4.86,4.16,4.58,6.85,7.81,5.45
