,2022-03-01,2023-03-01,2023-09-01
Promoters,52.43,52.28,52.26
FIIs,5.98,12.26,9.84
DIIs,3.12,7.86,14.31
Public,38.47,27.62,23.6
No. of Shareholders,324164.0,577953.0,565191.0
