,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,10.07,15.88,42.64,47.52,39.27,12.67,8.03,8.53,8.72,3.73,14.38,21.77,29.53
Expenses,9.09,15.22,41.58,47.01,39.11,12.97,8.31,8.6,8.68,3.99,14.38,21.21,28.85
Operating Profit,0.98,0.66,1.06,0.51,0.16,-0.3,-0.28,-0.07,0.04,-0.26,0.0,0.56,0.68
OPM %,9.73,4.16,2.49,1.07,0.41,-2.37,-3.49,-0.82,0.46,-6.97,0.0,2.57,2.30
Other Income,-0.37,0.0,0.27,0.05,0.24,0.19,0.19,0.39,0.04,0.08,0.07,0.03,0.02
Interest,0.01,0.01,0.2,0.44,0.4,0.3,0.02,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.05,0.06,0.07,0.12,0.09,0.07,0.05,0.06,0.07,0.04,0.03,0.02,0.02
Profit before tax,0.55,0.59,1.06,0.00,-0.09,-0.48,-0.16,0.26,0.01,-0.22,0.04,0.57,0.68
Tax %,21.82,18.64,20.75,,11.11,0.0,93.75,19.23,-100.0,22.73,25.0,38.6,
Net Profit,0.43,0.48,0.84,0.00,-0.08,-0.47,-0.02,0.21,0.01,-0.17,0.03,0.35,0.44
EPS in Rs,0.51,0.57,1.01,0.00,-0.1,-0.56,-0.02,0.25,0.01,-0.2,0.04,0.42,0.53
