,2022-03-01,2023-03-01,2023-09-01
Promoters,28.0,28.0,27.99
FIIs,6.25,4.45,5.44
DIIs,44.16,8.74,4.05
Public,21.59,58.8,62.52
No. of Shareholders,76651.0,67574.0,73718.0
