,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-297,-179,129,146,124,5
Cash from Investing Activity,203,172,100,9,30,-30
Cash from Financing Activity,122,-7,-227,-119,-100,-9
Net Cash Flow,28,-14,2,36,54,-33
