,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,0.00,11.77,,,,,,,,,,
Inventory Days,,0.00,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,0.00,11.77,,,,,,,,,,
Working Capital Days,28.29,-145.12,,,,,,,,,,
ROCE %,3.64,1.00,-1.92,-0.56,-0.71,-1.16,0.17,-0.38,-0.49,-0.70,-0.75,7.04
