,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,74.92,74.92,74.92,74.92,74.92,74.92,69.23,72.61
FIIs,18.13,20.72,19.31,20.37,20.51,16.62,17.75,14.52
DIIs,2.83,1.08,2.53,1.57,0.83,5.69,5.15,5.65
Public,4.12,3.28,3.24,3.14,3.74,2.77,7.87,7.23
No. of Shareholders,81676.0,73186.0,81444.0,80147.0,148923.0,226071.0,746605.0,566232.0
