,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,28.53,39.68,77.74,34.43,57.11,74.2,73.7,42.77,101.7,55.41,50.34,78.27,130.91
Expenses,28.23,32.61,90.59,27.03,58.38,57.57,67.9,32.75,97.9,46.12,43.91,66.04,109.53
Operating Profit,0.3,7.07,-12.85,7.4,-1.27,16.63,5.8,10.02,3.8,9.29,6.43,12.23,21.38
OPM %,1.05,17.82,-16.53,21.49,-2.22,22.41,7.87,23.43,3.74,16.77,12.77,15.63,16.33
Other Income,1.06,0.9,1.53,0.99,0.58,0.33,8.01,0.72,-47.44,0.7,-0.27,0.57,2.06
Interest,13.89,15.62,25.62,18.04,19.23,18.75,16.29,18.88,16.8,15.49,14.85,17.21,16.44
Depreciation,0.31,0.32,0.3,0.29,0.29,0.28,0.77,0.38,0.5,0.42,0.42,0.43,0.42
Profit before tax,-12.84,-7.97,-37.24,-9.94,-20.21,-2.07,-3.25,-8.52,-60.94,-5.92,-9.11,-4.84,6.58
Tax %,24.61,26.35,39.39,44.16,36.76,-31.88,30.46,2.11,35.25,-7.6,21.19,10.54,112.31
Net Profit,-9.68,-5.87,-22.57,-5.55,-12.78,-2.74,-2.27,-8.34,-39.46,-6.38,-7.18,-4.33,-0.81
EPS in Rs,-1.63,-0.99,-3.8,-0.93,-2.15,-0.46,-0.38,-1.4,-6.64,-1.07,-1.03,-0.62,-0.12
