,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,104.14,120.31,146.48,128.64,157.22,148.82,141.29,127.98,149.59,129.35,134.62,122.54,125.75
Expenses,99.4,115.5,140.53,120.68,144.34,144.04,137.18,126.28,143.37,123.96,130.94,121.08,124.4
Operating Profit,4.74,4.81,5.95,7.96,12.88,4.78,4.11,1.7,6.22,5.39,3.68,1.46,1.35
OPM %,4.55,4.0,4.06,6.19,8.19,3.21,2.91,1.33,4.16,4.17,2.73,1.19,1.07
Other Income,0.09,0.22,0.25,0.38,0.04,0.06,0.14,0.33,0.71,0.01,-0.11,0.17,0.09
Interest,1.79,1.54,1.87,1.75,1.27,1.57,1.84,1.78,2.04,1.86,1.71,2.44,2.5
Depreciation,1.97,2.2,1.74,1.98,2.05,2.11,2.38,2.04,2.11,2.0,2.28,2.11,2.17
Profit before tax,1.07,1.29,2.59,4.61,9.6,1.16,0.03,-1.79,2.78,1.54,-0.42,-2.92,-3.23
Tax %,30.84,26.36,39.38,38.61,15.94,19.83,633.33,25.14,23.74,31.17,-19.05,25.0,25.39
Net Profit,0.74,0.95,1.57,2.83,8.07,0.93,-0.16,-1.34,2.12,1.06,-0.5,-2.19,-2.41
EPS in Rs,0.69,0.88,1.46,2.63,7.49,0.86,-0.15,-1.24,1.97,0.98,-0.46,-2.03,-2.24
