,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,13,1,6,9,11,-4,13,43,52,-17
Cash from Investing Activity,-1,-1,0,0,-2,0,1,9,-120,-383
Cash from Financing Activity,-11,-2,-6,-8,-8,2,-14,-45,236,438
Net Cash Flow,1,-1,0,0,0,-2,1,7,168,38
