,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,66.93,35.03,120.12,149.14,166.11,176.66
Inventory Days,139.05,163.27,258.93,401.91,431.47,446.23
Days Payable,124.38,11.14,2.75,6.23,5.81,13.58
Cash Conversion Cycle,81.59,187.17,376.31,544.82,591.77,609.31
Working Capital Days,65.82,147.89,321.96,492.5,495.39,528.27
ROCE %,,28.79,18.0,11.38,9.76,10.55
