,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,6,-2,8,9,0,11,10,4,21,-4,7,19
Cash from Investing Activity,-10,-1,-3,-4,-1,0,-6,-3,-2,-2,-5,-5
Cash from Financing Activity,2,4,-3,-6,0,-12,-1,-3,-12,2,-2,-2
Net Cash Flow,-3,1,2,-2,0,-1,4,-1,7,-5,-1,11
