,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,6,12,27,27,27,27.0
Reserves,254,374,475,586,662,679.0
Preference Capital,0,2,0,0,0,
Borrowings,77,138,209,363,274,246.0
Other Liabilities,112,145,165,216,277,301.0
Total Liabilities,448,669,876,1192,1239,1253.0
Fixed Assets,150,276,510,543,670,688.0
CWIP,66,129,46,112,71,87.0
Investments,12,23,6,8,41,26.0
Other Assets,221,241,314,529,457,451.0
Total Assets,448,669,876,1192,1239,1253.0
