,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,166.69,206.58,234.05,244.09,273.16,288.4,347.62,265.96,264.07,250.37,271.4,201.84,203.1
Expenses,123.13,154.93,175.56,193.75,225.82,238.21,290.63,234.08,222.18,212.18,219.14,177.98,187.61
Operating Profit,43.56,51.65,58.49,50.34,47.34,50.19,56.99,31.88,41.89,38.19,52.26,23.86,15.49
OPM %,26.13,25.0,24.99,20.62,17.33,17.4,16.39,11.99,15.86,15.25,19.26,11.82,7.63
Other Income,2.25,2.01,1.41,0.95,1.68,2.53,2.25,1.92,1.88,6.35,2.79,8.96,3.63
Interest,1.4,1.36,1.35,1.87,1.57,1.32,1.72,2.73,2.51,2.59,2.97,4.31,3.82
Depreciation,5.17,5.28,5.79,6.74,6.82,7.67,8.39,6.78,7.16,7.27,7.98,8.67,8.89
Profit before tax,39.24,47.02,52.76,42.68,40.63,43.73,49.13,24.29,34.1,34.68,44.1,19.84,6.41
Tax %,22.91,26.58,34.31,32.92,26.21,26.27,24.55,30.34,25.04,24.83,22.9,24.75,25.9
Net Profit,30.27,34.53,34.65,28.63,29.97,32.24,37.07,16.92,25.56,26.08,34.0,14.93,4.75
EPS in Rs,11.8,11.63,10.16,9.81,9.42,11.03,11.45,5.68,7.72,8.09,10.96,4.57,1.58
