,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,70.04,70.04,70.04,70.01,70.01,70.01,70.01,70.01
FIIs,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0
DIIs,0.43,0.43,0.43,0.43,0.43,0.43,0.27,0.3
Public,29.53,29.53,29.53,29.56,29.56,29.56,29.69,29.69
No. of Shareholders,13122.0,13071.0,13030.0,13035.0,13135.0,14102.0,14959.0,15115.0
