,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,111.79,111.4,142.88,134.59,133.17,142.66,152.76,138.4,131.39,160.63,166.88,137.0,157.4
Expenses,98.0,98.63,129.75,122.48,122.26,135.27,143.0,127.55,122.86,151.42,153.01,122.86,141.48
Operating Profit,13.79,12.77,13.13,12.11,10.91,7.39,9.76,10.85,8.53,9.21,13.87,14.14,15.92
OPM %,12.34,11.46,9.19,9.0,8.19,5.18,6.39,7.84,6.49,5.73,8.31,10.32,10.11
Other Income,1.31,1.32,1.29,1.29,1.56,1.26,1.09,0.56,0.17,0.9,1.04,0.49,1.1
Interest,2.54,2.31,1.94,1.93,2.16,2.36,2.35,2.59,2.55,2.45,2.51,2.92,3.52
Depreciation,1.05,1.07,0.95,1.05,1.04,1.2,1.1,1.21,1.21,1.21,1.21,1.22,1.27
Profit before tax,11.51,10.71,11.53,10.42,9.27,5.09,7.4,7.61,4.94,6.45,11.19,10.49,12.23
Tax %,25.02,27.08,26.11,25.24,25.57,29.08,24.73,25.36,26.72,23.72,23.59,24.59,25.59
Net Profit,8.63,7.82,8.52,7.79,6.9,3.6,5.56,5.69,3.61,4.92,8.55,7.92,9.09
EPS in Rs,1.57,1.42,1.55,1.42,1.25,0.65,1.01,1.03,0.66,0.89,1.55,1.44,1.65
