,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,1.38,1.38,1.38,1.38,1.38,1.38,0.01,0.01
Public,98.62,98.62,98.62,98.62,98.62,98.62,99.99,99.99
No. of Shareholders,2443.0,2483.0,2512.0,2463.0,2598.0,16759.0,16169.0,15950.0
