,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,175.0,310.0,363.0,293.0,358.0,429.0,417.0,277.0,242.0,204.0,222.0,227.0,231.0
Expenses,175.0,271.0,314.0,273.0,330.0,381.0,392.0,285.0,249.0,221.0,227.0,226.0,240.0
Operating Profit,-0.0,39.0,49.0,20.0,28.0,49.0,25.0,-9.0,-7.0,-17.0,-5.0,2.0,-10.0
OPM %,-0.0,13.0,14.0,7.0,8.0,11.0,6.0,-3.0,-3.0,-8.0,-2.0,1.0,-4.0
Other Income,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0
Interest,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0
Depreciation,10.0,12.0,14.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
Profit before tax,-11.0,26.0,35.0,7.0,14.0,35.0,12.0,-22.0,-20.0,-31.0,-16.0,-13.0,-26.0
Tax %,-56.0,22.0,-12.0,1.0,14.0,30.0,23.0,-21.0,-28.0,-10.0,-15.0,-18.0,-5.0
Net Profit,45.0,149.0,116.0,91.0,101.0,106.0,91.0,54.0,61.0,54.0,-61.0,-3.0,19.0
EPS in Rs,13.43,44.26,34.57,24.6,25.29,26.51,17.56,10.32,11.7,10.42,-11.86,-0.49,3.63
