,Company_name,Sector,NSE,BSE,Market Cap,Current Price,High / Low,Stock P/E,Book Value,Dividend Yield,ROCE,ROE,Face Value,Price to Sales,Sales growth,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,Profit growth,Profit growth 3Years,Profit growth 5Years,Profit growth 7Years,Profit growth 10Years,EPS,EPS last year,Debt,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back
0,KHFM Hospitality & Facility Mgt. Services Ltd,Hotels & Restaurants,KHFM,,104,51.9, 58.2 / 27.4,31.7,22.8,0.0,11.0,8.64,10.0,1.05,0.82,-8.29,14.2,10.3,6.89,217,-16.8,3.71,4.76,2.59,1.64,1.43,42.0,31.3,27.0,21.1,18.9
