,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,70.58,71.2,71.2,37.51,37.82
Public,29.42,28.8,28.8,62.49,62.18
No. of Shareholders,242.0,172.0,157.0,476.0,559.0
