,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,42.93,45.65,45.83,45.08,44.83,44.79,45.68,78.0,115.25,114.98,96.42,88.9,98.86
Expenses,40.57,42.78,39.83,39.16,38.81,38.86,38.7,69.35,105.91,107.61,111.67,80.31,89.78
Operating Profit,2.36,2.87,6.0,5.92,6.02,5.93,6.98,8.65,9.34,7.37,-15.25,8.59,9.08
OPM %,5.5,6.29,13.09,13.13,13.43,13.24,15.28,11.09,8.1,6.41,-15.82,9.66,9.18
Other Income,0.17,0.18,0.1,0.16,0.16,0.09,0.05,0.2,0.69,0.41,0.63,0.81,0.61
Interest,-0.0,-0.0,2.66,2.74,3.08,3.03,3.7,4.97,4.37,5.17,5.89,6.05,5.60
Depreciation,-0.0,-0.0,0.33,0.23,0.2,0.27,0.24,0.32,0.28,0.29,0.5,0.33,0.37
Profit before tax,2.53,3.05,3.11,3.11,2.9,2.72,3.09,3.56,5.38,2.32,-21.01,3.02,3.72
Tax %,33.6,31.48,31.51,32.8,32.76,33.46,28.16,26.4,12.64,-40.95,8.52,4.64,
Net Profit,1.68,2.09,2.13,2.1,1.95,1.81,2.22,2.63,4.69,3.26,-19.21,2.87,3.28
EPS in Rs,33.6,29.86,30.43,30.0,27.86,25.86,3.17,3.76,4.69,3.26,-19.21,1.43,1.63
