,2022-06-01,2023-06-01,2023-09-01
Sales,433.0,472.0,489.0
Expenses,336.0,353.0,369.0
Operating Profit,97.0,119.0,120.0
OPM %,22.0,25.0,25.0
Other Income,4.0,8.0,11.0
Interest,0.0,1.0,1.0
Depreciation,12.0,12.0,13.0
Profit before tax,89.0,115.0,118.0
Tax %,26.0,28.0,26.0
Net Profit,66.0,83.0,87.0
EPS in Rs,61880.0,3.97,4.1
