,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,0,98,98
Reserves,-107,88,239,880
Borrowings,334,463,335,322
Other Liabilities,917,780,875,474
Total Liabilities,1144,1331,1547,1774
Fixed Assets,259,259,272,348
CWIP,4,15,26,20
Investments,120,150,177,166
Other Assets,761,908,1073,1239
Total Assets,1144,1331,1547,1774
