,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,13.91,32.55,33.65,12.45,33.11,41.14,35.16,44.91,59.12,47.33,48.29,49.63,60.28
Expenses,11.17,25.29,26.76,10.69,25.62,32.4,29.59,37.14,49.62,38.39,38.78,40.54,48.2
Operating Profit,2.74,7.26,6.89,1.76,7.49,8.74,5.57,7.77,9.5,8.94,9.51,9.09,12.08
OPM %,19.7,22.3,20.48,14.14,22.62,21.24,15.84,17.3,16.07,18.89,19.69,18.32,20.04
Other Income,0.06,0.16,0.18,0.1,0.14,0.16,0.18,0.12,0.19,0.12,0.16,0.11,0.15
Interest,0.0,0.0,0.31,0.08,0.09,0.09,0.19,0.1,0.11,0.11,0.13,0.12,0.14
Depreciation,0.24,0.23,0.51,0.26,0.26,0.26,0.36,0.28,0.28,0.36,0.35,0.35,0.34
Profit before tax,2.56,7.19,6.25,1.52,7.28,8.55,5.2,7.51,9.3,8.59,9.19,8.73,11.75
Tax %,21.48,25.59,26.24,26.97,25.82,25.73,29.04,25.43,26.02,25.49,26.77,25.77,25.79
Net Profit,2.0,5.35,4.61,1.11,5.4,6.35,3.68,5.6,6.88,6.41,6.73,6.48,8.73
EPS in Rs,0.8,2.13,1.99,0.48,2.33,2.74,1.59,2.42,2.97,2.77,2.91,2.8,3.77
