,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,25,25,25,25,25,25,25,25,25,23,23,23,23
Reserves,149,156,162,171,182,204,230,264,299,291,314,349,374
Borrowings,0,0,0,0,3,3,1,1,0,3,3,3,3
Other Liabilities,7,9,21,11,12,15,32,26,15,13,14,19,21
Total Liabilities,182,190,208,207,222,247,288,317,339,330,355,394,421
Fixed Assets,158,158,157,160,159,158,157,151,150,152,152,151,151
CWIP,3,4,4,0,0,0,0,0,0,0,0,0,0
Investments,6,12,30,29,28,64,77,130,167,159,182,219,242
Other Assets,14,16,17,17,35,25,55,36,21,19,21,23,28
Total Assets,182,190,208,207,222,247,288,317,339,330,355,394,421
