,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Sales,1.93,2.2,4.59,8.03,11.39
Expenses,0.78,1.97,2.0,4.21,10.39
Operating Profit,1.15,0.23,2.59,3.82,1.0
OPM %,59.59,10.45,56.43,47.57,8.78
Other Income,0.23,0.38,0.51,2.05,2.0
Interest,0.14,0.1,0.01,0.21,0.0
Depreciation,0.08,0.09,0.05,0.2,0.26
Profit before tax,1.16,0.42,3.04,5.46,2.74
Tax %,25.0,-59.52,0.0,28.02,-3.28
Net Profit,0.96,0.66,3.05,3.93,2.82
EPS in Rs,0.82,0.56,2.61,3.42,2.45
