,2021-09-01,2022-03-01,2022-09-01,2022-10-01,2023-03-01,2023-09-01
Promoters,73.48,73.48,73.48,73.48,69.61,66.24
Public,26.52,26.52,26.52,26.51,30.39,33.76
No. of Shareholders,123.0,84.0,82.0,105.0,96.0,924.0
